id	comma-separated identified biomolecules	patent name	patent title	patent abstract
64734295	cdr3,cdr2,fr,novel antibody,cdr,cdr1,amino acid sequence,structural domain	JP2019011297	ANTIBODY AND COMPLEX BINDING TO NOROVIRUS, AS WELL AS DETECTION DEVICE AND DETECTION METHOD USING THE SAME	To provide novel antibodies and complexes binding to norovirus, and to provide detection devices and detection methods using the same.SOLUTION: An antibody comprising an amino acid sequence comprising the following structural domain: N-FR1-CDR1-FR2-CDR2-FR3-CDR3-FR4-C in the direction from N to C can bind to norovirus, (where, FR is an amino acid sequence of a framework region; CDR is an amino acid sequence of a complementarity determining region; CDR1 is either of amino acid sequences consisting of a particular sequence; CDR2 is either of amino acid sequences consisting of a particular sequence; and CDR3 is either of amino acid sequences consisting of a particular sequence.) A complex has the antibody bound to at least either one of a solid phase carrier and a labeling substance.SELECTED DRAWING: None
64735879	anti-pd-l1 humanized nanobody,pd1,pdl1,death molecule 1,anti-pd-l1 nanobody,anti-protein,death ligand 1	WO2018233574	ANTI-PD-L1 HUMANIZED NANOBODY AND USE THEREOF	Provided are an anti-PD-L1 humanized nanobody and the use thereof. In particular, provided is a nanobody of an anti-protein programmed death ligand 1 (PD-L1). The anti-PD-L1 nanobody can effectively block the binding of PD-L1 to a programmed death molecule 1 (PD-1), and can thus successfully block the inhibitory effect of PD-L1 on T cells expressing PD-1. The PD-L1 nanobody can be applied to the prevention, diagnosis and treatment of PD-L1-related diseases. Further provided is a humanized PD-L1 nanobody sequence. The humanized nanobody still has the function of blocking the binding of PD-L1 to PD-1, and has high affinity and high specificity, and can be used as an antibody drug for a tumor immunity target site.
64735901	nanobody combat human epidermal growth factor receptor2,her2,her2/erbb2,anti-her2,anti-her2 nanobody	US11517632	Anti-Her2 single chain antibody and coding sequence and use thereof	Provided are an anti-Her2 nanobody and a coding sequence and the use thereof. In particular, provided is a nanobody combating human epidermal growth factor receptor-2 (Her2/ERBB2). Disclosed are the nanobody and the a gene sequence encoding the nanobody, a corresponding expression vector and a host cell capable of expressing the nanobody, and a method for producing the nanobody of the present invention and the related use thereof. The present invention may also provide an immunoconjugate of the nanobody and the use thereof, especially the use in the diagnosis and treatment of Her2 positive tumor.
64737447	human cd47,cd47	WO2018233575	CD47-BLOCKING NANOBODY AND USE THEREOF	Disclosed is a CD47-blocking nanobody. Not only can the antibody specifically bind to human CD47, same can also effectively block the interaction between CD47 and a ligand thereof, SIRPa. Also disclosed is the use of the antibody in the treatment and/or prevention, or diagnosis of CD47-related diseases, such as tumours.
64740701	amino acid sequence,antibodies,vhh antibody,mutant vhh antibody	JP2020137414	MUTANT VHH ANTIBODIES AND PRODUCTION METHODS THEREOF	To provide a mutant VHH antibody having improved affinity for an antigen or a method of production thereof, a method for screening a mutant VHH antibody having improved affinity for an antigen, or a method for identifying the position of one or more tyrosines that improves the affinity for an antigen in a VHH antibody.SOLUTION: The inventors have found that the antigen affinity of a VHH antibody can be improved by substituting tyrosine present in the amino acid sequence of a VHH antibody with halogenated tyrosine. Accordingly, in the present invention, the mutant VHH antibody with improved affinity for an antigen comprises amino acid substitution from tyrosine to halogenated tyrosine. Also, in the present invention, the method for producing a mutant VHH antibody with improved affinity for an antigen includes substitution of tyrosine with halogenated tyrosine in the amino acid sequence of the VHH antibody.SELECTED DRAWING: None
64740850	chimeric antibody,immune effector cell binding domain	WO2019001474	CHIMERIC ANTIBODY IMMUNE EFFCTOR CELL ENGAGERS AND METHODS OF USE THEREOF	Provided is a chimeric antibody immune cell engager comprising a target cell binding domain that specifically binds to an antigen on a target cell, and an immune effector cell binding domain comprising an antigen-binding fragment that specifically binds to an antigen on an immune effector cell. Also provided are pharmaceutical compositions, kits and methods of treatment.
64959348	igg antibody,igg fc domain,protein complex	WO2019122409	BISPECIFIC ANTIGEN BINDING CONSTRUCT	The present invention relates to bispecific and other multispecific antigen binding constructs. In certain aspects, the invention relates to bispecific antigen binding constructs comprising a single domain antibody (VHH) antigen binding region fused to an IgG Fc domain; a heavy chain-Fc domain portion of a conventional IgG antibody, and a light chain portion of a conventional IgG antibody. The bispecific antigen binding constructs of the invention are capable of targeting two different antigens separately or in a protein complex.
65002128	anti-toxin antibody,clostridium difficile toxin,clostridium difficilespecific antibodies,clostridium difficile toxinspecific antibody	US20210171613	CLOSTRIDIUM DIFFICILE-SPECIFIC ANTIBODIES AND USES THEREOF	The present invention is directed to Clostridium difficile toxin-specific antibodies, compositions, and uses thereof. The anti-toxin antibodies may be specific for TcdA. The invention also includes methods of treating a Clostridium difficile infection, methods of capturing Clostridium difficile toxins, and methods of detecting Clostridium difficile toxins.
65010777	met agonist antibody,hgfmet agonist	WO2019134932	METHODS FOR PROMOTING PANCREATIC ISLET CELL GROWTH	The present invention relates to methods of promoting growth of pancreatic islet cells, especially beta islet cells. In particular, the invention relates to methods of promoting growth of pancreatic islet cells by administration of HGF-MET agonists, such as MET agonist antibodies or fragments thereof. The invention further relates to HGF-MET agonists, such as MET agonist antibodies or fragments thereof, and pharmaceutical compositions comprising said agonists, for use in methods of the invention.
65015418	egfr singledomain antibody,singledomain antibody,egfr car chimeric antigen receptor	WO2019014891	EGFR SINGLE-DOMAIN ANTIBODY CART FOR TREATING TUMOR AND APPLICATION THEREOF	Provided is a CART cell modified by an EGFR single-domain antibody, wherein the CART cell can be used to treat a tumor. Also provided are a humanized EGFR single-domain antibody gene and a single-domain antibody encoded thereby, an EGFR CAR gene and an EGFR CAR chimeric antigen receptor encoded thereby, and a lentiviral vector Pre-Lenti-EF1-EGFR CAR containing the EGFR CAR gene.
65023871	agonist anti-met antibody,cancer use agonist anti-met antibody	WO2019134927	HGF-MET AGONIST FOR USE IN THE TREATMENT OF CANCER AND COLORECTAL FIBROSIS	The present invention relates to treatment of cancer using agonist anti-MET antibodies or fragments thereof. In particular, the invention relates to treatment of colorectal cancer using agonist anti-MET antibodies or fragments, typically colorectal cancer associated with chronic inflammation and/or gene mutations in the colon and in the gastrointestinal tract in general. The invention further relates to treating intestinal fibrosis using agonist anti-MET antibodies.
65234583	tapbpr,luminal domain,peptide exchange protein,peptideexchange protein,t cells peptideexchange protein,soluble extracellular protein	WO2019145509	PEPTIDE EXCHANGE PROTEIN	This invention relates to peptide-exchange proteins comprising the luminal domain of TAP-binding protein-related (TAPBPR), which functions as a MHC class I peptide-exchange catalyst when presented to mammalian cells either as a soluble extracellular protein or as a membrane bound cell surface protein. This may be useful in modulating immune responses, including for example loading immunogenic peptide onto tumours or other disease cells to induce their recognition by T cells. Peptide-exchange proteins and methods for their use are provided.
65236972	tfr,camelid heavy chainonly ( vhh ) molecule,transferrin receptorbinding molecules	WO2020144233	TRANSFERRIN RECEPTOR-BINDING MOLECULES, CONJUGATES THEREOF AND THEIR USES	The invention relates to Variable Domain of Camelid Heavy Chain-only (VHH) molecules which bind TfR and the uses thereof e.g., to transport molecules of pharmaceutical or diagnostic interest into cells and in organs, in pathological conditions including cancer.
